"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Mammalia&show=full&order=hierarchy"
"Access Time","Fri 2026-08-28 21:59:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","show","full"
"","order","hierarchy"
"Elapsed Time","0.945"
"Records Found","34129"
"Records Returned","34129"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","common_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","ref_author","ref_pubyr","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","vision","diet","diet_basis","reproduction","reproduction_basis","ontogeny","ontogeny_basis","ecospace_comments","composition","architecture","thickness","reinforcement","taphonomy_basis"
"67570","67570","txn","","","Ungulata","(Linnaeus 1766)","","subjective synonym of","192312","unranked clade","Euungulata","192307","Scrotifera","Archibald","1998","7035","extant","44206","72.2","66","0.0117","0","Maastrichtian","Holocene","6775","862","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"401889","401889","txn","","","Polydactyli","Jaekel 1911","","","401889","suborder","Polydactyli","192312","Euungulata","Jaekel","1911","58890","extant","0","","","","","","","1","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"96043","96043","txn","","","Antilopidae","Gray 1821","","","96043","family","Antilopidae","192312","Euungulata","Gray","1821","23420","extant","5","5.333","2.58","3.6","2.58","Zanclean","Piacenzian","8","2","Chordata","Mammalia","","Antilopidae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"234374","234374","txn","","","Strepsiceros","Smith 1827","","","234374","genus","Strepsiceros","96043","Antilopidae","Hassanin and Douzery","1999","41458","extant","3","5.333","2.58","3.6","2.58","Zanclean","Piacenzian","3","1","Chordata","Mammalia","","Antilopidae","Strepsiceros","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"470130","470130","txn","","","Strepsiceros annectens","Schlosser 1903","","","470130","species","Strepsiceros annectens","234374","Strepsiceros","Schlosser","1903","84296","extinct","1","5.333","2.58","5.333","2.58","Zanclean","Piacenzian","1","0","Chordata","Mammalia","","Antilopidae","Strepsiceros","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"470129","470129","txn","","","Strepsiceros praecursor","Schlosser 1903","","","470129","species","Strepsiceros praecursor","234374","Strepsiceros","Schlosser","1903","84296","extinct","1","5.333","2.58","5.333","2.58","Zanclean","Piacenzian","1","0","Chordata","Mammalia","","Antilopidae","Strepsiceros","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"476367","476367","txn","","","Protetraceros","Schlosser 1903","","","476367","genus","Protetraceros","96043","Antilopidae","Schlosser","1903","84296","extinct","1","5.333","2.58","5.333","2.58","Zanclean","Piacenzian","2","0","Chordata","Mammalia","","Antilopidae","Protetraceros","Protetraceros gaudryi","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"476368","476368","txn","","","Protetraceros gaudryi","Schlosser 1903","","","476368","species","Protetraceros gaudryi","476367","Protetraceros","Schlosser","1903","84296","extinct","1","5.333","2.58","5.333","2.58","Zanclean","Piacenzian","1","0","Chordata","Mammalia","","Antilopidae","Protetraceros","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"470131","470131","txn","","","Paraboselaphus","Schlosser 1903","","","470131","genus","Paraboselaphus","96043","Antilopidae","Schlosser","1903","84296","extinct","1","5.333","2.58","5.333","2.58","Zanclean","Piacenzian","2","0","Chordata","Mammalia","","Antilopidae","Paraboselaphus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"470132","470132","txn","","","Paraboselaphus ameghinoi","Schlosser 1903","","","470132","species","Paraboselaphus ameghinoi","470131","Paraboselaphus","Schlosser","1903","84296","extinct","1","5.333","2.58","5.333","2.58","Zanclean","Piacenzian","1","0","Chordata","Mammalia","","Antilopidae","Paraboselaphus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"111053","111053","txn","","","Kharmerungulatum","Prasad et al. 2007","","","111053","genus","Kharmerungulatum","192312","Euungulata","Prasad et al.","2007","25783","extinct","1","72.2","66","72.2","66","Maastrichtian","","2","0","Chordata","Mammalia","","","Kharmerungulatum","Kharmerungulatum vanvaleni","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"111054","111054","txn","","","Kharmerungulatum vanvaleni","Prasad et al. 2007","","","111054","species","Kharmerungulatum vanvaleni","111053","Kharmerungulatum","Prasad et al.","2007","25783","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Mammalia","","","Kharmerungulatum","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"258854","258854","txn","","","Ganungulatum","Ting et al. 2007","","","258854","genus","Ganungulatum","192312","Euungulata","Ting et al.","2007","44907","extinct","1","61.66","59.24","61.66","59.24","Selandian","","2","0","Chordata","Mammalia","","","Ganungulatum","Ganungulatum xincunliense","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"258855","258855","txn","","","Ganungulatum xincunliense","Ting et al. 2007","","","258855","species","Ganungulatum xincunliense","258854","Ganungulatum","Ting et al.","2007","44907","extinct","1","61.66","59.24","61.66","59.24","Selandian","","1","0","Chordata","Mammalia","","","Ganungulatum","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"106366","519783","txn","","","Diplarthra","","","subjective synonym of","192312","unranked clade","Euungulata","192307","Scrotifera","McKenna and Bell","1997","7584","extant","44206","72.2","66","0.0117","0","Maastrichtian","Holocene","6775","862","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"191918","191918","txn","","","Haloboidea","Ameghino 1889","","","191918","unranked clade","Haloboidea","192312","Euungulata","Ameghino","1889","15092","extant","0","","","","","","","1","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"147585","147585","txn","","","Hyraces","Wagler","","","147585","order","Hyraces","192312","Euungulata","Gregory","1910","29980","extinct","0","","","","","","","1","0","Chordata","Mammalia","Hyraces","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"187908","187908","txn","","","Tipotheria","Zittel 1893","","","187908","unranked clade","Tipotheria","192312","Euungulata","Ameghino","1897","36444","extinct","0","","","","","","","2","0","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"187917","187917","txn","","","Eutrachytheridae","Ameghino 1897","","","187917","family","Eutrachytheridae","187908","Tipotheria","Ameghino","1897","36444","extinct","0","","","","","","","1","0","Chordata","Mammalia","","Eutrachytheridae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"106365","186603","txn","","","Amblypoda","(Cope 1884)","","","106365","suborder","Amblypoda","192312","Euungulata","Flower and Lydekker","1891","36322","extant","0","","","","","","","4","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"318298","318298","txn","","","Plicatodontidae","Ameghino 1904","","","318298","family","Plicatodontidae","106365","Amblypoda","Ameghino","1904","54855","extinct","0","","","","","","","3","0","Chordata","Mammalia","","Plicatodontidae","","Plicatodon","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"318299","318299","txn","","","Plicatodon","Ameghino 1881","","","318299","genus","Plicatodon","318298","Plicatodontidae","Ameghino","1904","54855","extinct","0","","","","","","","2","0","Chordata","Mammalia","","Plicatodontidae","Plicatodon","Plicatodon perrarus","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"318300","318300","txn","","","Plicatodon perrarus","Ameghino 1881","","","318300","species","Plicatodon perrarus","318299","Plicatodon","Ameghino","1904","54855","extinct","0","","","","","","","1","0","Chordata","Mammalia","","Plicatodontidae","Plicatodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"401891","401891","txn","","","Mesodactyli","Jaekel 1911","","","401891","suborder","Mesodactyli","192312","Euungulata","Jaekel","1911","58890","extant","0","","","","","","","1","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"337464","337464","txn","","","Palaeocladosictis","Paula Couto 1961","","","337464","genus","Palaeocladosictis","192312","Euungulata","Marshall","1981","58306","extinct","1","56","48.07","56","48.07","Ypresian","","2","0","Chordata","Mammalia","","","Palaeocladosictis","Palaeocladosictis mosesi","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"337465","337465","txn","","","Palaeocladosictis mosesi","Paula Couto 1961","","","337465","species","Palaeocladosictis mosesi","337464","Palaeocladosictis","Marshall","1981","58306","extinct","1","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","","","Palaeocladosictis","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"321750","321750","txn","","","Altungulata","Prothero and Schoch 1989","","","321750","unranked clade","Altungulata","192312","Euungulata","Prothero and Schoch","1989","55478","extant","11","61.66","59.24","56","48.07","Selandian","Ypresian","13","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42301","42301","txn","","","Phenacolophidae","Zhang 1978","","","42301","family","Phenacolophidae","321750","Altungulata","Zhang","1978","44912","","11","61.66","59.24","56","48.07","Selandian","Ypresian","12","0","Chordata","Mammalia","","Phenacolophidae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42303","42303","txn","","","Minchenella","Zhang 1980","","","42303","genus","Minchenella","42301","Phenacolophidae","Zhang","1980","9178","extinct","2","61.66","59.24","61.66","59.24","Selandian","","2","0","Chordata","Mammalia","","Phenacolophidae","Minchenella","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"54363","54363","txn","","","Conolophus","Zhang 1978","","replaced by","42303","genus","Minchenella","42301","Phenacolophidae","Zhang","1978","44912","extinct","2","61.66","59.24","61.66","59.24","Selandian","","2","0","Chordata","Mammalia","","Phenacolophidae","Minchenella","Minchenella grandis","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"54364","103241","txn","","","Minchenella grandis","(Zhang 1978)","","","54364","species","Minchenella grandis","42303","Minchenella","Zhang","1978","44912","extinct","2","61.66","59.24","61.66","59.24","Selandian","","1","0","Chordata","Mammalia","","Phenacolophidae","Minchenella","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42302","42302","txn","","","Ganolophus","Zhang 1979","","","42302","genus","Ganolophus","42301","Phenacolophidae","Carroll","1988","4783","extinct","2","61.66","59.24","61.66","59.24","Selandian","","1","0","Chordata","Mammalia","","Phenacolophidae","Ganolophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42305","42305","txn","","","Tienshanilophus","Tong 1978","","","42305","genus","Tienshanilophus","42301","Phenacolophidae","Carroll","1988","4783","extinct","2","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","","Phenacolophidae","Tienshanilophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"336265","336265","txn","","","Zaisanolophus","Gabunia 1998","","","336265","genus","Zaisanolophus","42301","Phenacolophidae","Mao et al.","2015","55477","extinct","0","","","","","","","1","0","Chordata","Mammalia","","Phenacolophidae","Zaisanolophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42304","42304","txn","","","Phenacolophus","Matthew and Granger 1925","","","42304","genus","Phenacolophus","42301","Phenacolophidae","Matthew and Granger","1925","42962","extinct","2","59.24","56","59.24","56","Thanetian","","2","0","Chordata","Mammalia","","Phenacolophidae","Phenacolophus","Phenacolophus fallax","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"247226","247226","txn","","","Phenacolophus fallax","Matthew and Granger 1925","","","247226","species","Phenacolophus fallax","42304","Phenacolophus","Matthew and Granger","1925","42962","extinct","2","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","","Phenacolophidae","Phenacolophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"258837","258837","txn","","","Procoryphodon primaevus","Flerow 1957","","subjective synonym of","247226","species","Phenacolophus fallax","42304","Phenacolophus","Flerow","1957","44896","extinct","2","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","","Phenacolophidae","Phenacolophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"258836","258836","txn","","","Procoryphodon","Flerow 1957","","subjective synonym of","42304","genus","Phenacolophus","42301","Phenacolophidae","Flerow","1957","44896","extinct","2","59.24","56","59.24","56","Thanetian","","2","0","Chordata","Mammalia","","Phenacolophidae","Phenacolophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"336263","336263","txn","","","Sanshuilophus","Mao et al. 2015","","","336263","genus","Sanshuilophus","42301","Phenacolophidae","Mao et al.","2015","55477","extinct","1","56","48.07","56","48.07","Ypresian","","2","0","Chordata","Mammalia","","Phenacolophidae","Sanshuilophus","Sanshuilophus zhaoi","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"336264","336264","txn","","","Sanshuilophus zhaoi","Mao et al. 2015","","","336264","species","Sanshuilophus zhaoi","336263","Sanshuilophus","Mao et al.","2015","55477","extinct","1","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","","Phenacolophidae","Sanshuilophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42306","42306","txn","","","Yuelophus","Zhang 1978","","","42306","genus","Yuelophus","42301","Phenacolophidae","Zhang","1978","44912","extinct","2","61.66","59.24","61.66","59.24","Selandian","","2","0","Chordata","Mammalia","","Phenacolophidae","Yuelophus","Yuelophus validus","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"258867","258867","txn","","","Yuelophus validus","Zhang 1978","","","258867","species","Yuelophus validus","42306","Yuelophus","Zhang","1978","44912","extinct","2","61.66","59.24","61.66","59.24","Selandian","","1","0","Chordata","Mammalia","","Phenacolophidae","Yuelophus","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"67573","67573","txn","","","Cetungulata","Irwin and Wilson 1993","","","67573","unranked clade","Cetungulata","192312","Euungulata","Archibald","1998","7035","extant","0","","","","","","","13","10","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"67574","67574","txn","","","Taxeopoda","Cope 1882","","","67574","unranked clade","Taxeopoda","67573","Cetungulata","Archibald","1998","7035","extant","0","","","","","","","9","8","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"72222","106417","txn","","","Anthropomorpha","","","","72222","suborder","Anthropomorpha","67574","Taxeopoda","Cope","1889","18084","extant","0","","","","","","","2","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"72231","72231","txn","","","Pseudolemuridae","Schlosser 1877","","","72231","family","Pseudolemuridae","72222","Anthropomorpha","Schlosser","1877","16911","","0","","","","","","","1","0","Chordata","Mammalia","","Pseudolemuridae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"72221","72221","txn","","","Quadrumana","(Blumenbach 1779)","","","72221","suborder","Quadrumana","67574","Taxeopoda","Schlosser","1877","16911","extant","0","","","","","","","6","6","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"95972","95972","txn","","","Gampstonychae","Gray 1821","","","95972","order","Gampstonychae","72221","Quadrumana","Gray","1821","23420","extant","0","","","","","","","2","2","Chordata","Mammalia","Gampstonychae","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"95973","95973","txn","","","Harpaladae","Gray 1821","","","95973","family","Harpaladae","95972","Gampstonychae","Gray","1821","23420","extant","0","","","","","","","1","1","Chordata","Mammalia","Gampstonychae","Harpaladae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"95971","95971","txn","","","Platyonychae","Gray 1821","","","95971","order","Platyonychae","72221","Quadrumana","Gray","1821","23420","extant","0","","","","","","","2","2","Chordata","Mammalia","Platyonychae","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"399778","399778","txn","","","Pithecidae","Gray 1821","","","399778","family","Pithecidae","95971","Platyonychae","Gray","1821","23420","extant","0","","","","","","","1","1","Chordata","Mammalia","Platyonychae","Pithecidae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"95974","95974","txn","","","Heteronychae","Gray 1821","","","95974","order","Heteronychae","72221","Quadrumana","Gray","1821","23420","extant","0","","","","","","","1","1","Chordata","Mammalia","Heteronychae","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"63631","63631","txn","","","Cete","(Linnaeus 1758)","","","63631","order","Cete","67573","Cetungulata","Linnaeus","1758","12782","extant","0","","","","","","","3","1","Chordata","Mammalia","Cete","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"143670","143670","txn","","","Pagiodon","Peters 1870","","","143670","genus","Pagiodon","63631","Cete","Peters","1870","29518","extinct","0","","","","","","","2","0","Chordata","Mammalia","Cete","","Pagiodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"143671","143671","txn","","","Pagiodon grandis","Peters 1870","","","143671","species","Pagiodon grandis","143670","Pagiodon","Peters","1870","29518","extinct","0","","","","","","","1","0","Chordata","Mammalia","Cete","","Pagiodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"80645","80645","txn","","","Procreodi","Matthew 1915","","","80645","order","Procreodi","192312","Euungulata","Eberle","2003","17228","extinct","927","72.2","66","48.07","37.71","Maastrichtian","Bartonian","143","0","Chordata","Mammalia","Procreodi","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"183796","183796","txn","","","Arctocyonia","Van Valen 1969","","subjective synonym of","80645","order","Procreodi","192312","Euungulata","McKenna","1975","10470","extinct","927","72.2","66","48.07","37.71","Maastrichtian","Bartonian","143","0","Chordata","Mammalia","Procreodi","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"164175","164176","txn","","","Quettacyonidae","(Gingerich et al. 1997)","","","164175","family","Quettacyonidae","80645","Procreodi","Gingerich et al.","1997","59911","extinct","6","56","48.07","56","48.07","Ypresian","","9","0","Chordata","Mammalia","Procreodi","Quettacyonidae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"345416","345416","txn","","","Quettacyon","Gingerich et al. 1997","","","345416","genus","Quettacyon","164175","Quettacyonidae","Gingerich et al.","1997","59911","extinct","2","56","48.07","56","48.07","Ypresian","","2","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Quettacyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"345417","345417","txn","","","Quettacyon parachai","Gingerich et al. 1997","","","345417","species","Quettacyon parachai","345416","Quettacyon","Gingerich et al.","1997","59911","extinct","2","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Quettacyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"164179","164179","txn","","","Obashtakaia","Gingerich et al. 1998","","","164179","genus","Obashtakaia","164175","Quettacyonidae","Gingerich et al.","1998","32207","extinct","1","56","48.07","56","48.07","Ypresian","","2","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Obashtakaia","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"164180","164180","txn","","","Obashtakaia aeruginis","Gingerich et al. 1998","","","164180","species","Obashtakaia aeruginis","164179","Obashtakaia","Gingerich et al.","1998","32207","extinct","1","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Obashtakaia","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"164177","164177","txn","","","Sororocyon","Gingerich et al. 1998","","","164177","genus","Sororocyon","164175","Quettacyonidae","Gingerich et al.","1998","32207","extinct","1","56","48.07","56","48.07","Ypresian","","2","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Sororocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"164178","164178","txn","","","Sororocyon usmanii","Gingerich et al. 1998","","","164178","species","Sororocyon usmanii","164177","Sororocyon","Gingerich et al.","1998","32207","extinct","1","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Sororocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"345446","345446","txn","","","Machocyon","Gingerich et al. 1999","","","345446","genus","Machocyon","164175","Quettacyonidae","Gingerich et al.","1999","59919","extinct","2","56","48.07","56","48.07","Ypresian","","2","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Machocyon","Machocyon abbasi","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"345447","345447","txn","","","Machocyon abbasi","Gingerich et al. 1999","","","345447","species","Machocyon abbasi","345446","Machocyon","Gingerich et al.","1999","59919","extinct","2","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","Procreodi","Quettacyonidae","Machocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
