"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Mammalia&show=full&order=hierarchy"
"Access Time","Fri 2026-08-28 21:59:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","show","full"
"","order","hierarchy"
"Elapsed Time","0.945"
"Records Found","34129"
"Records Returned","34129"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","common_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","ref_author","ref_pubyr","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","vision","diet","diet_basis","reproduction","reproduction_basis","ontogeny","ontogeny_basis","ecospace_comments","composition","architecture","thickness","reinforcement","taphonomy_basis"
"47465","47465","txn","","","Lama stevensi","(Merriam and Stock 1925)","","subjective synonym of","47071","species","Hemiauchenia macrocephala","42528","Hemiauchenia","Merriam and Stock","1925","58947","extinct","66","4.7","1.8","0.129","0","Zanclean","Holocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49667","96414","txn","","","Hemiauchenia guanajuatensis","(Dalquest and Mooser 1980)","","","49667","species","Hemiauchenia guanajuatensis","42528","Hemiauchenia","Dalquest and Mooser","1980","1323","extinct","1","9.4","4.7","9.4","4.7","Tortonian","Zanclean","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42518","42518","txn","","","Blancocamelus","Dalquest 1975","","","42518","genus","Blancocamelus","83734","Lamini","Dalquest","1975","1309","extinct","6","4.7","1.4","1.4","0.21","Zanclean","Chibanian","2","0","Chordata","Mammalia","Artiodactyla","Camelidae","Blancocamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44536","44536","txn","","","Blancocamelus meadei","Dalquest 1975","","","44536","species","Blancocamelus meadei","42518","Blancocamelus","Dalquest","1975","1309","extinct","6","4.7","1.4","1.4","0.21","Zanclean","Chibanian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Blancocamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42549","42549","txn","","","Procamelus","Leidy 1858","","","42549","genus","Procamelus","83734","Lamini","Leidy","1858","59118","extinct","97","23.04","16.3","1.4","0.21","Aquitanian","Chibanian","8","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","browser based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"43939","50699","txn","","","Procamelus leptocolon","(Matthew 1909)","","","43939","species","Procamelus leptocolon","42549","Procamelus","Macdonald","1956","2345","extinct","1","16.3","12.5","16.3","12.5","Burdigalian","Serravallian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50975","50709","txn","","","Procamelus virginiensis","(Leidy 1873)","","","50975","species","Procamelus virginiensis","42549","Procamelus","Leidy","1873","18168","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50687","50687","txn","","","Procamelus coconiensis","Hay 1921","","","50687","species","Procamelus coconiensis","42549","Procamelus","Hay","1921","1813","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50700","50700","txn","","","Procamelus leptognathus","Cope 1893","","","50700","species","Procamelus leptognathus","42549","Procamelus","Cope","1893","53742","extinct","1","16.3","12.5","16.3","12.5","Burdigalian","Serravallian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47078","47078","txn","","","Homocamelus","Leidy 1869","","subjective synonym of","42549","genus","Procamelus","83734","Lamini","Leidy","1869","12636","extinct","97","23.04","16.3","1.4","0.21","Aquitanian","Chibanian","8","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","browser based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"50707","50707","txn","","","Procamelus occidentalis","Leidy 1858","","","50707","species","Procamelus occidentalis","42549","Procamelus","Leidy","1858","59118","extinct","17","16.3","12.5","12.5","9.4","Burdigalian","Tortonian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50698","50698","txn","","","Procamelus lacustris","Douglass 1899","","subjective synonym of","50707","species","Procamelus occidentalis","42549","Procamelus","Douglass","1899","63488","extinct","17","16.3","12.5","12.5","9.4","Burdigalian","Tortonian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50695","50695","txn","","","Procamelus grandis","Gregory 1939","","","50695","species","Procamelus grandis","42549","Procamelus","Gregory","1939","56942","extinct","43","23.04","12.5","9.4","4.7","Aquitanian","Zanclean","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50689","50689","txn","","","Procamelus dakotensis","Green 1956","","subjective synonym of","50695","species","Procamelus grandis","42549","Procamelus","Green","1956","1706","extinct","43","23.04","12.5","9.4","4.7","Aquitanian","Zanclean","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"296855","296855","txn","","","Procamelus coconinensis","Hay 1921","","","296855","species","Procamelus coconinensis","42549","Procamelus","Hay","1921","1813","extinct","1","1.4","0.21","1.4","0.21","Calabrian","Chibanian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Procamelus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42545","42545","txn","","","Pliauchenia","Cope 1875","","","42545","genus","Pliauchenia","83734","Lamini","Cope","1875","53227","extinct","13","16.3","12.5","3.6","2.58","Burdigalian","Piacenzian","7","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","Pliauchenia humphreysiana","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50502","50502","txn","","","Pliauchenia raki","(Frick 1921)","","","50502","species","Pliauchenia raki","42545","Pliauchenia","Frick","1921","1548","extinct","1","9.4","4.7","9.4","4.7","Tortonian","Zanclean","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50496","50496","txn","","","Pliauchenia humphreysiana","Cope 1875","","","50496","species","Pliauchenia humphreysiana","42545","Pliauchenia","Cope","1875","53227","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50497","50497","txn","","","Pliauchenia magnifontis","Gregory 1939","","","50497","species","Pliauchenia magnifontis","42545","Pliauchenia","Gregory","1939","56942","extinct","6","12.5","9.4","12.5","9.4","Serravallian","Tortonian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"338619","338619","txn","","","Pliauchenia minima","Wortman 1898","","","338619","species","Pliauchenia minima","42545","Pliauchenia","Wortman","1898","57405","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"333721","333721","txn","","","Pliauchenia (Megatylopus)","Matthew and Cook 1909","","","333721","subgenus","Pliauchenia (Megatylopus)","42545","Pliauchenia","Matthew and Cook","1909","57409","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50506","50506","txn","","","Pliauchenia vulcanorum","(Cope 1875)","","","50506","species","Pliauchenia vulcanorum","42545","Pliauchenia","Cope","1875","53227","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Pliauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42539","42539","txn","","","Palaeolama","Gervais 1869","","","42539","genus","Palaeolama","83734","Lamini","Alroy","2002","6294","extinct","88","5","2.58","0.129","0","Zanclean","Holocene","19","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","Palaeolama weddeli","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","browser based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"264367","264367","txn","","","Palaeolama crequii","Boule and Thevenin 1920","","","264367","species","Palaeolama crequii","42539","Palaeolama","Boule and Thevenin","1920","46109","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"475485","475486","txn","","","Palaeolama castelnaudi","(Gervais 1854)","","","475485","species","Palaeolama castelnaudi","42539","Palaeolama","Ameghino","1902","85519","extinct","1","2.58","0.774","2.58","0.774","Gelasian","Calabrian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"52043","49668","txn","","","Palaeolama mirifica","(Simpson 1929)","stout-legged llama","","52043","species","Palaeolama mirifica","42539","Palaeolama","Simpson","1929","50335","extinct","30","2.58","0.774","0.129","0.0117","Gelasian","Late Pleistocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"264347","264347","txn","","","Palaeolama weddeli","Gervais 1855","","","264347","species","Palaeolama weddeli","42539","Palaeolama","Cope","1878","14502","extinct","1","2.58","0.774","2.58","0.774","Gelasian","Calabrian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"394043","394043","txn","","","Palaeolama niedae","Guérin and Faure 1999","","","394043","species","Palaeolama niedae","42539","Palaeolama","Salas et al.","2003","69927","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"247642","247642","txn","","","Palaeolama crassa","Hoffstetter 1952","","","247642","species","Palaeolama crassa","42539","Palaeolama","Hoffstetter","1952","43044","extinct","1","2.58","0.0117","2.58","0.0117","Gelasian","Late Pleistocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"261626","261626","txn","","","Palaeolama brevirostris","Rusconi 1930","","","261626","species","Palaeolama brevirostris","42539","Palaeolama","Rusconi","1930","45538","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"463460","463460","txn","","","Palaeolama (Palaeolama)","Churcher 1965","","","463460","subgenus","Palaeolama (Palaeolama)","42539","Palaeolama","Churcher","1965","83082","extinct","2","0.4","0.0117","0.129","0.0117","Chibanian","Late Pleistocene","3","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","Palaeolama (Palaeolama) paradoxa","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"463234","463463","txn","","","Palaeolama (Palaeolama) weddellii","(Gervais 1855)","","","463234","species","Palaeolama (Palaeolama) weddellii","463460","Palaeolama (Palaeolama)","Churcher","1965","83082","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"394042","463461","txn","","","Palaeolama (Palaeolama) paradoxa","(Cabrera 1935)","","","394042","species","Palaeolama (Palaeolama) paradoxa","463460","Palaeolama (Palaeolama)","Churcher","1965","83082","extinct","1","0.4","0.0117","0.4","0.0117","Chibanian","Late Pleistocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Palaeolama","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser","Palaeolama","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
